             x                 y                 z              cell   
    2.55649e-05       2.70557e-05       8.30411e-06             17088 
     0.00652039      -0.000187239        0.00187675               779 
    -0.00301663        0.00196611        0.00422495               837 
    5.57654e-05      -9.04481e-05       7.27235e-05             14277 
    -1.5848e-05      -0.000590007       0.000161522              6991 
   -3.31837e-05       2.83076e-05       5.41778e-05             16976 
   -0.000212062       9.81121e-05       0.000153648              7768 
    6.20094e-05       0.000128043      -0.000146136              9785 
    2.90319e-06       5.58907e-05      -9.51816e-05             13201 
     0.00353702        0.00170676       -0.00198221              1092 
    6.85071e-06      -1.01333e-05       3.97347e-05             16771 
    8.74316e-06       3.57684e-07       -5.0203e-06             17526 
   -0.000222686      -5.49195e-05      -6.71817e-05              8711 
    7.55155e-05       4.45498e-05       6.81464e-07             14960 
    0.000589099       0.000102437      -0.000136741              4471 
   -3.60586e-05       1.33586e-05      -5.66803e-05             12982 
    -2.6721e-05      -1.15942e-05      -1.87135e-05             15534 
     0.00012927       9.66818e-05      -4.05532e-05              9926 
    0.000490865       0.000698103       0.000481479              5488 
   -0.000135143       0.000480264       0.000143092              7875 
    -5.3649e-05      -0.000197267      -9.77751e-05              8644 
    -0.00494457        0.00100518        0.00204334               808 
   -7.20072e-05      -0.000143489       0.000256809             10502 
   -3.38658e-05      -0.000231808      -0.000422857              5646 
   -2.31676e-06       0.000128252      -1.80636e-05             13160 
   -6.78551e-05       3.03102e-05       1.05774e-05             14468 
   -8.69517e-05       0.000121859       0.000131785             11258 
    1.63625e-05      -5.62456e-06      -1.68312e-05             15743 
   -0.000462319        0.00137034      -0.000459089              2724 
   -6.10637e-05        5.3297e-05      -2.11577e-05             12976 
    0.000171512       0.000110151        0.00138125              3545 
    0.000155816      -8.48087e-05      -0.000110594              9163 
    0.000217442       0.000211721      -0.000125432              6775 
   -6.00904e-05       0.000134992      -5.07132e-05              9617 
   -7.54237e-05        1.6279e-05      -6.84276e-05             12800 
    7.15425e-06       7.30122e-05      -6.42863e-05             13282 
    0.000103595       0.000290172      -0.000116477              6900 
      0.0023537       -0.00420384      -0.000424738               607 
    0.000199938        0.00142795       0.000172638              3496 
    1.60307e-05       1.71807e-05      -2.26832e-05             16183 
    0.000757552      -0.000371697       -0.00128308              2433 
   -7.44132e-05      -0.000189317        3.1553e-05             10164 
    2.06326e-05      -1.48523e-05       1.62169e-05             16686 
    0.000347513      -3.44728e-05      -8.20271e-05              6235 
   -0.000187987       0.000115532      -0.000399309              6285 
    0.000119286       4.06506e-05      -2.27201e-05             13448 
    6.78978e-05       0.000112706       0.000112288             11433 
   -0.000242413       0.000169339      -1.77414e-05              6487 
   -0.000188268      -0.000184672      -0.000163618              5843 
    -0.00813481       0.000520812       -0.00176336               394 
    0.000323147      -0.000190611       0.000162155              7506 
   -0.000548418       0.000199788      -1.17444e-05              4184 
    4.64987e-06       9.62779e-06       4.48261e-06             17771 
    7.62213e-05       7.75874e-05       9.12363e-05             15251 
     6.3002e-05      -3.17508e-06      -2.56187e-05             12668 
    -0.00246793       -0.00153226       -0.00282217               902 
   -0.000331774      -0.000191554      -0.000245433              5623 
   -1.10435e-06       1.33658e-05      -3.41404e-05             15878 
    3.84075e-05       6.83076e-05       5.19827e-05             15046 
    -3.8106e-06       8.93011e-05       4.86135e-05             14660 
    -0.00564397       -0.00326756       -0.00247836               570 
    0.000397182       0.000117457      -5.14245e-06              6851 
    5.05514e-05       1.15079e-05       1.90781e-05             17150 
    0.000154818       0.000691697       0.000351499              5458 
   -0.000433718      -0.000249799      -0.000169808              5701 
   -0.000133326       -0.00018642       0.000220464              7175 
     0.00018276      -0.000296894       0.000200406              7385 
    3.41567e-05      -0.000102337      -1.74425e-05             12503 
    4.51446e-05      -0.000142533      -0.000176894              8886 
   -1.12102e-05       0.000180348        0.00016307             11324 
    0.000453383       0.000915235        0.00177127              3581 
     7.2564e-05      -3.74435e-05      -1.46046e-05             12656 
     0.00164508       -0.00117641       -0.00562506               591 
   -0.000139801      -5.35591e-05      -5.02098e-05              8746 
   -0.000160855       4.90933e-05       0.000250418              7906 
   -2.12386e-05       4.75997e-05      -1.80858e-05             16051 
    8.45639e-05      -1.97922e-05      -0.000103336              9122 
   -0.000166542       3.59002e-06       6.79625e-05             11002 
    2.51257e-05      -8.18029e-06      -3.63834e-06             15774 
     0.00105796      -0.000607675       -0.00122191              1572 
    0.000193225      -7.12008e-05       -0.00013868              6156 
   -0.000169292      -7.92578e-05       4.25752e-05             10231 
    0.000101526      -3.25192e-05      -2.99323e-05             12660 
    3.90621e-05        2.4674e-05       3.64535e-05             17283 
    5.63269e-05       4.79287e-05       5.77508e-05             14944 
   -1.04235e-05      -1.41281e-06      -9.31636e-05             11995 
    1.39865e-06       1.20703e-05       7.17727e-06             17772 
    7.58392e-05      -1.43079e-05      -3.68966e-05             12641 
   -0.000625809       6.21007e-06      -6.97741e-06              4181 
   -7.01554e-05         7.045e-05       4.70669e-05             14607 
    -1.4469e-05       -4.1399e-05      -4.25691e-05             15339 
   -0.000746045       -0.00052086      -4.18401e-05              2384 
    0.000144485      -0.000155356       -1.2258e-05              9084 
   -7.01529e-05       0.000188518      -2.95263e-05              9630 
     0.00156915       -0.00122529       -6.7612e-05              1591 
     0.00037549      -0.000209047       0.000347136              4925 
    8.52503e-05      -7.20292e-06       3.91969e-05             14250 
   -9.64113e-06      -8.91303e-06      -4.04123e-05             15393 
   -2.32127e-05       8.19456e-05       7.43137e-05             14823 
     2.5696e-05      -6.37579e-05      -4.61961e-05             12481 
    0.000810303       0.000427271      -0.000166522              2798 
    0.000212748      -0.000264228      -0.000161597              6080 
   -0.000111998       -0.00019189       2.71364e-05             10159 
    3.00269e-05       9.93929e-06      -1.03396e-05             16198 
     4.3653e-05      -1.15401e-05       1.04498e-05             16712 
    2.08227e-07       -3.2443e-05      -4.98274e-05             12560 
    0.000134276      -6.17434e-05       0.000173495             10853 
    2.01937e-05      -1.36498e-05      -5.46194e-05             15613 
    7.64202e-05        3.8559e-05       9.54858e-06             14961 
   -6.18363e-05      -0.000169845      -8.29979e-05              8653 
   -0.000168549      -0.000248949       9.85102e-06              7042 
    -6.2944e-05      -6.52591e-05        4.6683e-05             13665 
   -0.000103705      -2.31327e-05       0.000155378             10456 
    1.69161e-05        3.8061e-06      -3.71349e-05             16119 
    3.03442e-06      -1.70844e-05       5.02549e-06             17639 
   -8.86036e-05       0.000105251      -1.39398e-05             13083 
    0.000125686      -3.00762e-05       4.58609e-06             14399 
   -3.09415e-05      -8.69151e-05        0.00013754             10444 
   -0.000157626      -7.89298e-05       8.84092e-05             10258 
    -1.4702e-06      -4.53286e-05       -2.0799e-06             15454 
   -6.23729e-05      -1.93893e-05       4.50298e-05             13777 
    0.000297562      -5.54738e-05       6.62645e-05             10897 
   -3.20452e-05      -1.09378e-05      -1.51139e-05             15507 
    0.000197148      -7.52363e-05      -0.000420521              5983 
    0.000106267       -4.2204e-05        0.00034962              7578 
   -5.15363e-05      -0.000190551      -4.12141e-05              8672 
   -0.000536293      -0.000299157       -0.00035974              3733 
     0.00275315       -0.00119628       -0.00137611               993 
    0.000101991       -0.00030077      -0.000329723              5936 
    9.75398e-05      -6.02795e-05       0.000160115             10814 
    0.000713674       -0.00108428       0.000348389              3065 
    0.000107425        0.00032248       4.74552e-05              8152 
   -0.000180008      -0.000112783      -0.000105117              8701 
    0.000255806      -5.81497e-05      -0.000247426              6046 
    0.000170078      -6.82049e-05       7.20456e-05             10711 
   -0.000182949       0.000209262      -0.000453148              6297 
    5.71567e-05       3.82887e-05        0.00014812             15290 
   -9.14441e-05      -0.000227913      -0.000689197              3665 
    4.63425e-05       1.58931e-05      -0.000176183              9694 
    0.000254766       0.000148229      -0.000238123              6823 
    6.90358e-05      -3.06331e-05      -1.29184e-05             12656 
    0.000746852      -6.84772e-05       0.000167142              4960 
   -4.11326e-05        0.00076035       0.000425113              3283 
     0.00217924         0.0016933       0.000632157              1349 
   -4.18215e-05       3.05896e-06       1.34973e-05             16816 
   -0.000388504      -3.36228e-05      -1.60229e-05              5830 
    0.000265965      -1.46817e-05      -0.000144158              6210 
     5.4534e-05      -5.78161e-05      -7.04746e-06             12603 
    6.57601e-05       3.30954e-05       0.000129001             11610 
    0.000296083        0.00193843      -0.000667542              1798 
    1.75366e-05       4.98754e-06      -2.31314e-05             16164 
    0.000100398      -0.000179854       0.000217143              7448 
    8.56162e-05      -0.000874468       -0.00153459              1560 
   -0.000117002       8.55119e-05      -9.89698e-05              9502 
    0.000100004       8.15348e-05       3.23592e-05             15095 
    0.000113542      -4.92146e-05      -3.78379e-05             12633 
   -0.000103073       0.000186575      -0.000327827              6335 
   -3.92972e-05       0.000158044      -0.000344679              6334 
    -0.00159012      -0.000504348      -0.000606936              1497 
   -0.000142138       0.000141145      -9.09756e-05              6484 
    0.000500316      -4.78089e-05       3.31338e-05              7635 
    3.61065e-05      -0.000779687        0.00159576              2006 
    2.85635e-05       0.000113115      -3.18298e-05             13477 
    3.38768e-05       4.38121e-06       0.000150736             11601 
    0.000546965      -5.69492e-06       -0.00019182              4064 
    0.000201377        7.5136e-05       0.000148378             11676 
   -0.000187104      -6.79009e-05      -6.60066e-05              8700 
    9.36958e-05      -8.32636e-05      -0.000141107              8953 
   -0.000285096       -0.00194371        0.00088135              1877 
   -5.69062e-05      -0.000168089       4.89291e-05             10185 
    9.18475e-06       1.30426e-05       4.61887e-05             17259 
   -0.000289874        0.00025303       0.000114771              7811 
    1.77426e-05       2.03084e-05       5.99991e-06             17081 
   -0.000287813       -0.00017882       0.000110153              7092 
   -8.03791e-05      -0.000173368       -9.6425e-05              8649 
     0.00122535       -0.00265694        0.00052359              1207 
    1.68723e-05      -7.17978e-05      -8.23019e-05             12327 
    0.000526545      -0.000193901       4.03945e-05              4947 
   -0.000188798       -4.8081e-05       0.000214598             10425 
    5.65134e-06      -0.000444349      -0.000120117              6081 
    0.000625482       0.000976996       0.000617014              3529 
    0.000399966       0.000261872       -1.5095e-05              4453 
    9.68994e-05       8.54311e-05       0.000347696              8246 
    1.94774e-05       -5.3771e-05      -2.19764e-05             12591 
    1.76836e-05      -1.29429e-05      -5.10438e-05             15616 
    0.000274874       0.000126915       5.34585e-05             11780 
    1.81847e-05      -4.42175e-05       2.39882e-06             16583 
     0.00151023        0.00325422       -0.00273432              1099 
   -0.000276607      -4.59493e-05      -5.94537e-05              8443 
   -2.82778e-05      -0.000193784       0.000116193             10201 
   -0.000279148       0.000359761       0.000261297              7967 
   -1.51818e-05       6.87872e-05       -0.00014767             12723 
    -0.00401967       0.000651994        0.00388043               808 
     0.00166122       0.000975934      -0.000644036              2831 
   -4.95996e-05       0.000162896      -9.74867e-05              9590 
    0.000292391      -7.41319e-05      -0.000144821              6208 
   -6.95205e-05       0.000118572      -1.55938e-05             13082 
   -0.000377392       0.000360948       0.000135929              5138 
   -0.000108578      -3.78859e-06       1.43708e-05             13741 
    0.000299305       0.000187393        -0.0001023              6855 
   -0.000146605       0.000351999      -2.78591e-05              6574 
    0.000264814       0.000359844      -5.76778e-06              6956 
    7.72815e-06      -8.44999e-06       3.71514e-05             16768 
    1.41161e-05         0.0001811       0.000200191             11726 
   -0.000257777        0.00035808        1.6958e-05              7809 
    0.000194965      -8.06861e-05       0.000250954              7580 
    2.58673e-05       9.01947e-06       1.45094e-05             17073 
   -0.000503886       7.89052e-05       -0.00085526              4077 
    0.000119548      -0.000134425      -9.00399e-05              9019 
   -4.12229e-05        2.6206e-05       1.00448e-05             16826 
   -3.34237e-05      -0.000272849       0.000222098              7076 
    -3.9856e-05      -3.19896e-06       3.20886e-05             16526 
   -3.53295e-05      -0.000164586      -0.000193724              8473 
    0.000116367      -4.59917e-05      -4.70804e-05             12629 
    -4.5785e-05      -0.000222756      -0.000686437              3665 
    4.68007e-07      -0.000243664      -0.000380577              5959 
    6.98347e-05      -0.000485335       1.34082e-05              7330 
   -8.77594e-05      -0.000224662       4.59231e-06             10158 
   -2.12988e-05      -1.53141e-05       5.19149e-05             13844 
    1.26243e-05       5.68199e-05       2.90556e-05             17206 
   -9.37592e-05       1.41423e-05       3.57904e-05             14487 
   -5.50957e-06      -0.000280236      -0.000104485              8414 
    0.000151814       6.97565e-06        0.00017853             11659 
   -7.04337e-05       1.60219e-05       0.000166521             11244 
    0.000510253        0.00143957        0.00207827              1368 
    2.10939e-05      -1.51451e-05       3.10113e-05             16775 
     0.00012312       8.95723e-05       0.000798478              3426 
    -0.00128628        0.00104211      -0.000563122              1708 
    0.000334818      -0.000124593       0.000266259              7612 
    -0.00124738       -0.00505307       -0.00465456               552 
   -3.86027e-06       1.80187e-07      -0.000104047             12825 
    5.62049e-05       0.000156437       4.12377e-05             11504 
    3.91191e-05      -7.22413e-05       0.000331593              7575 
   -3.01427e-05      -6.91998e-05      -4.50296e-05             12094 
   -0.000375173      -0.000651058       7.56818e-05              4597 
    2.13411e-05       1.13142e-05       9.54298e-06             17072 
    0.000271759       8.78043e-05       0.000277218              8304 
    0.000334821       7.99011e-05      -0.000371295              4400 
   -0.000157436        -2.041e-05       3.19664e-06             10242 
    0.000583603        0.00277969      -0.000540895              1836 
   -9.84279e-05       4.62704e-05       0.000126695             11241 
    4.38958e-05       -1.9526e-05      -0.000113966             12382 
   -0.000198598       5.82779e-05       -0.00012167              9427 
    1.57748e-05       3.19622e-05       3.71816e-05             14930 
    5.05242e-05      -4.24805e-05       8.74745e-05             14325 
    6.74831e-05       0.000852317      -0.000119922              4529 
    2.98939e-05       4.92016e-05      -2.12713e-05             16285 
     3.3787e-05      -5.18031e-05       4.39261e-05             14178 
   -5.12308e-05       0.000366935      -0.000137843              6565 
   -0.000203248       0.000246737      -3.22125e-05              6571 
    6.15277e-05      -3.69484e-05       -0.00012106             12423 
   -0.000316816      -0.000424607        0.00108167              3033 
      0.0026737       -0.00143875       0.000592698              2024 
   -0.000235955       0.000767991       0.000106721              5212 
   -2.74253e-05       -1.9363e-05      -2.14169e-05             15520 
    6.69591e-05      -3.63866e-05       3.40769e-06             14204 
    0.000858377       0.000372199       0.000270833              5421 
   -0.000339639       0.000341781       0.000810143              3298 
   -0.000105794      -9.49271e-05      -4.80912e-05              8785 
   -1.77818e-05       1.68417e-06      -2.25989e-06             15986 
     -0.0290704        -0.0311306         0.0452263               141 
    0.000105812      -0.000381588       -0.00068713              3866 
    0.000248508       -0.00026578       1.03865e-05              7388 
    0.000216524       -0.00010709       5.17061e-05             10689 
    -0.00209138       -0.00252962           0.00141              1152 
    6.13641e-05       9.34425e-06       6.79149e-05             15175 
   -0.000164395      -0.000988147        -0.0016226              1461 
   -1.45302e-05       1.05166e-05       3.89041e-05             16989 
    6.03567e-05      -0.000129536      -0.000112121              9007 
   -8.59952e-05       0.000139571      -0.000118078              9583 
    1.28393e-05       6.86889e-06       1.78757e-05             17090 
    4.20948e-05       9.76079e-05       7.64952e-05             15235 
    0.000741255        0.00011131      -0.000290344              2792 
   -1.90084e-05      -0.000105546      -6.59954e-05             11908 
    3.42122e-05        3.8166e-05       0.000171654             11607 
    4.35453e-06       4.76898e-05       2.05946e-05             17201 
   -7.96613e-05       0.000774885      -0.000764007              2660 
    0.000214674      -0.000410464       0.000381854              7541 
   -0.000365355        6.2679e-05       0.000109446              7686 
    4.04747e-05       7.94979e-05        1.3723e-05             15014 
    -0.00734607        0.00162116       -0.00276144               647 
      0.0166808       -0.00405852        0.00516366               201 
    0.000123405       -0.00026372       0.000106767              7357 
    5.37776e-06      -5.49214e-07       1.74044e-05             17693 
    5.16273e-05       1.36696e-05      -0.000289633              6651 
    8.23072e-06      -4.46122e-08      -5.09204e-06             17418 
   -0.000102548      -0.000561527       0.000426932              4633 
   -1.94603e-05       1.07917e-05       5.13768e-06             16852 
   -0.000624989       3.89828e-06      -0.000355705              4161 
    0.000278762        0.00027361       0.000526773              5513 
    6.75852e-06       2.83472e-05      -2.93286e-05             16174 
     0.00248792       -0.00262602         0.0009338              1214 
   -0.000734368        2.4747e-05       0.000281394              5098 
      0.0618691         -0.059866         -0.146402                44 
   -3.48243e-05      -0.000515635      -0.000303821              3698 
   -4.72943e-06       3.21114e-05      -2.11604e-06             16073 
    1.86245e-06       4.23729e-05      -0.000172419              9695 
     0.00244815       -0.00330161         0.0110863               485 
   -8.58679e-05      -0.000110915       9.80751e-05             13863 
    1.64183e-05       0.000113629       5.37503e-05             15056 
   -0.000253313       -0.00109811        0.00114711              3014 
   -1.45152e-06      -1.53862e-06       3.08504e-07             17835 
    0.000325193      -0.000112123       8.36973e-06              7490 
    0.000401917      -0.000143572      -0.000204339              6200 
     4.4115e-05      -5.80654e-05      -0.000268516              8827 
   -2.26364e-05        2.3168e-05       7.68337e-05             14738 
    0.000419887      -0.000337511        0.00012109              7397 
    8.59253e-05      -6.78129e-05      -0.000207694              8922 
    8.26937e-05       8.51592e-05      -0.000265792              9660 
     -0.0127027         0.0133567       -0.00867887               255 
   -0.000136851      -0.000131363      -0.000380469              5641 
   -9.96364e-05       0.000190591       2.32956e-05             11159 
    -0.00242669        0.00339276        0.00597919               841 
   -0.000244503       0.000139022       0.000362162              7896 
   -0.000112371      -0.000440934       0.000104421              7035 
    -0.00098296      -0.000897452      -0.000352635              2333 
    0.000176533      -0.000104778      -0.000155756              8976 
   -3.63092e-05       4.34165e-05       6.73459e-05             14741 
    0.000528487        0.00108975       5.19487e-05              3502 
   -0.000345725      -0.000516774       0.000125117              4604 
    5.32162e-05      -2.59413e-05       4.39412e-05             14195 
    6.87068e-05       0.000288267       0.000313309              8344 
     0.00103917      -0.000192478      -0.000159781              2558 
   -4.38698e-05       6.05372e-05       1.66598e-05             14539 
    2.26802e-06      -6.80691e-07      -6.95712e-06             17411 
     0.00161806      -0.000610986       -0.00162069              1569 
   -2.75213e-05      -0.000114042       2.86978e-05             13677 
   -5.30198e-05      -0.000493795       0.000140078              6992 
   -0.000922111       0.000754686        0.00261077              2153 
    -4.8481e-05        0.00020766      -1.70912e-05              9637 
   -0.000141354      -3.72909e-05        4.5166e-05             13598 
   -9.12857e-05      -1.52825e-06      -8.32796e-05             11964 
    5.65951e-05       0.000156856      -2.67871e-05              9976 
     -0.0796912         0.0221139         0.0339821                98 
    0.000459849      -5.34409e-05       0.000185351              7532 
   -1.76309e-05       0.000101802      -1.91247e-05             13139 
   -9.43713e-06       1.05114e-05      -3.03024e-05             15960 
   -0.000665395      -0.000171976       3.03451e-05              4648 
   -0.000527417       0.000170777      -9.11492e-05              4184 
    5.14869e-05       4.92012e-05       0.000154539             11607 
    -7.5219e-05       -7.2679e-05      -6.24314e-05             11888 
    4.33586e-05       0.000120236       8.36944e-05             15237 
    0.000735676        0.00179849       -0.00108032              1772 
    0.000141358       0.000217835       -9.8069e-05             10015 
   -2.14016e-05      -0.000119787       1.99407e-05             13677 
   -7.65179e-06       0.000305521       3.61809e-05              7837 
    4.72074e-05       4.35629e-05       0.000165904             11607 
   -8.37447e-05      -3.69529e-06      -6.69351e-05             11967 
    -0.00014034       0.000433441       0.000107607              7848 
   -0.000126911        0.00124531       -0.00290723              1634 
   -0.000612364       0.000142221      -0.000285295              4163 
   -0.000285335      -7.40071e-05       0.000242279              7135 
    7.41878e-06      -1.78137e-05       8.28511e-06             16636 
    -4.9605e-05       6.20826e-05       2.79117e-05             14619 
   -0.000331172      -9.23641e-06       0.000779714              3011 
    0.000250306       0.000375679       0.000182148              8232 
   -0.000210075       5.27969e-05       0.000558738              5253 
    0.000454044       0.000112641      -2.37576e-05              6852 
    7.74474e-05       -0.00014649       0.000125423             10753 
   -0.000120321       -3.7644e-05      -3.92883e-05             12125 
    0.000245246       0.000166658       3.38862e-05             11781 
     -0.0010947       0.000468013      -0.000796987              2605 
     0.00102631      -0.000368994       0.000260412              3162 
    0.000592681      -0.000344096      -0.000839617              2495 
    4.58353e-05       4.81861e-05       2.99668e-06             14908 
   -1.51924e-05      -5.12651e-06      -5.17421e-07             17365 
   -4.17902e-05      -3.57873e-05       0.000450022              7316 
     0.00016764      -0.000319012       0.000396027              7549 
    0.000249697       0.000142173       -4.5723e-05              6857 
   -0.000501735      -0.000158472      -0.000263315              3745 
     8.5363e-05         0.0012378       8.96455e-05              3496 
    4.69624e-05       9.64523e-07      -3.72245e-05             13350 
   -6.54389e-05       4.83094e-05       -1.0563e-05             12980 
    6.87529e-05       8.57498e-06      -5.08378e-05             13401 
    1.05516e-05      -6.04174e-06      -1.94897e-05             15737 
   -5.17054e-05       6.54257e-05       0.000147821             11262 
   -0.000198657      -0.000523499      -0.000769848              2357 
    8.25795e-05       5.74058e-06      -5.50546e-05             13402 
     0.00027983       0.000271033      -0.000158696              6932 
    1.82622e-05       2.08998e-06      -1.64657e-05             16168 
    3.81583e-05        0.00026793       5.70559e-05              8149 
    4.51357e-05       0.000343322      -0.000125098              6875 
   -0.000323403      -8.61739e-05      -0.000520219              3663 
    0.000285743       0.000185721       0.000427769              8334 
    -0.00018853      -0.000329458       0.000146579              7061 
    3.00275e-05       -5.2248e-05      -5.68199e-05             12559 
   -4.36035e-07      -8.72143e-05       0.000122367             13999 
   -0.000247896        0.00184549       -0.00127454              1690 
