             x                 y                 z              cell   
    0.000152588      -0.000335693       9.15527e-05              7356 
    0.000152588      -0.000274658       9.15527e-05              7357 
    0.000213623      -0.000274658       9.15527e-05              7358 
    3.05176e-05      -0.000457764       0.000152588              7359 
    3.05176e-05      -0.000396729       0.000152588              7360 
    9.15527e-05      -0.000396729       0.000152588              7361 
    3.05176e-05      -0.000457764       0.000213623              7362 
    9.15527e-05      -0.000457764       0.000213623              7363 
    3.05176e-05      -0.000396729       0.000213623              7364 
    9.15527e-05      -0.000396729       0.000213623              7365 
    0.000152588      -0.000457764       0.000152588              7366 
    0.000152588      -0.000396729       0.000152588              7367 
    0.000213623      -0.000396729       0.000152588              7368 
    0.000152588      -0.000457764       0.000213623              7369 
    0.000152588      -0.000396729       0.000213623              7370 
    0.000213623      -0.000396729       0.000213623              7371 
    3.05176e-05      -0.000335693       0.000152588              7372 
    9.15527e-05      -0.000335693       0.000152588              7373 
    3.05176e-05      -0.000274658       0.000152588              7374 
    9.15527e-05      -0.000274658       0.000152588              7375 
    3.05176e-05      -0.000335693       0.000213623              7376 
    9.15527e-05      -0.000335693       0.000213623              7377 
    3.05176e-05      -0.000274658       0.000213623              7378 
    9.15527e-05      -0.000274658       0.000213623              7379 
    0.000152588      -0.000335693       0.000152588              7380 
    0.000213623      -0.000335693       0.000152588              7381 
    0.000152588      -0.000274658       0.000152588              7382 
    0.000213623      -0.000274658       0.000152588              7383 
    0.000152588      -0.000335693       0.000213623              7384 
    0.000152588      -0.000274658       0.000213623              7385 
    0.000213623      -0.000274658       0.000213623              7386 
    0.000335693      -0.000335693       3.05176e-05              7387 
    0.000274658      -0.000274658       3.05176e-05              7388 
    0.000335693      -0.000274658       3.05176e-05              7389 
    0.000274658      -0.000335693       9.15527e-05              7390 
    0.000335693      -0.000335693       9.15527e-05              7391 
    0.000274658      -0.000274658       9.15527e-05              7392 
    0.000335693      -0.000274658       9.15527e-05              7393 
    0.000396729      -0.000335693       3.05176e-05              7394 
    0.000396729      -0.000274658       3.05176e-05              7395 
    0.000457764      -0.000274658       3.05176e-05              7396 
    0.000396729      -0.000335693       9.15527e-05              7397 
    0.000457764      -0.000335693       9.15527e-05              7398 
    0.000396729      -0.000274658       9.15527e-05              7399 
    0.000457764      -0.000274658       9.15527e-05              7400 
    0.000274658      -0.000335693       0.000152588              7401 
    0.000335693      -0.000335693       0.000152588              7402 
    0.000274658      -0.000274658       0.000152588              7403 
    0.000335693      -0.000274658       0.000152588              7404 
    0.000274658      -0.000335693       0.000213623              7405 
    0.000335693      -0.000335693       0.000213623              7406 
    0.000274658      -0.000274658       0.000213623              7407 
    0.000335693      -0.000274658       0.000213623              7408 
    3.05176e-05      -0.000213623       3.05176e-05              7409 
    9.15527e-05      -0.000213623       3.05176e-05              7410 
    3.05176e-05      -0.000152588       3.05176e-05              7411 
    9.15527e-05      -0.000152588       3.05176e-05              7412 
    3.05176e-05      -0.000213623       9.15527e-05              7413 
    9.15527e-05      -0.000213623       9.15527e-05              7414 
    3.05176e-05      -0.000152588       9.15527e-05              7415 
    9.15527e-05      -0.000152588       9.15527e-05              7416 
    0.000152588      -0.000213623       3.05176e-05              7417 
    0.000213623      -0.000213623       3.05176e-05              7418 
    0.000152588      -0.000152588       3.05176e-05              7419 
    0.000213623      -0.000152588       3.05176e-05              7420 
    0.000152588      -0.000213623       9.15527e-05              7421 
    0.000213623      -0.000213623       9.15527e-05              7422 
    0.000152588      -0.000152588       9.15527e-05              7423 
    0.000213623      -0.000152588       9.15527e-05              7424 
    3.05176e-05      -9.15527e-05       3.05176e-05              7425 
    9.15527e-05      -9.15527e-05       3.05176e-05              7426 
    3.05176e-05      -3.05176e-05       3.05176e-05              7427 
    9.15527e-05      -3.05176e-05       3.05176e-05              7428 
    3.05176e-05      -9.15527e-05       9.15527e-05              7429 
    9.15527e-05      -9.15527e-05       9.15527e-05              7430 
    3.05176e-05      -3.05176e-05       9.15527e-05              7431 
    9.15527e-05      -3.05176e-05       9.15527e-05              7432 
    0.000152588      -9.15527e-05       3.05176e-05              7433 
    0.000213623      -9.15527e-05       3.05176e-05              7434 
    0.000152588      -3.05176e-05       3.05176e-05              7435 
    0.000213623      -3.05176e-05       3.05176e-05              7436 
    0.000152588      -9.15527e-05       9.15527e-05              7437 
    0.000213623      -9.15527e-05       9.15527e-05              7438 
    0.000152588      -3.05176e-05       9.15527e-05              7439 
    0.000213623      -3.05176e-05       9.15527e-05              7440 
    3.05176e-05      -0.000213623       0.000152588              7441 
    9.15527e-05      -0.000213623       0.000152588              7442 
    3.05176e-05      -0.000152588       0.000152588              7443 
    9.15527e-05      -0.000152588       0.000152588              7444 
    3.05176e-05      -0.000213623       0.000213623              7445 
    9.15527e-05      -0.000213623       0.000213623              7446 
    3.05176e-05      -0.000152588       0.000213623              7447 
    9.15527e-05      -0.000152588       0.000213623              7448 
    0.000152588      -0.000213623       0.000152588              7449 
    0.000213623      -0.000213623       0.000152588              7450 
    0.000152588      -0.000152588       0.000152588              7451 
    0.000213623      -0.000152588       0.000152588              7452 
    0.000152588      -0.000213623       0.000213623              7453 
    0.000213623      -0.000213623       0.000213623              7454 
    0.000152588      -0.000152588       0.000213623              7455 
    0.000213623      -0.000152588       0.000213623              7456 
    3.05176e-05      -9.15527e-05       0.000152588              7457 
    9.15527e-05      -9.15527e-05       0.000152588              7458 
    3.05176e-05      -3.05176e-05       0.000152588              7459 
    9.15527e-05      -3.05176e-05       0.000152588              7460 
    3.05176e-05      -9.15527e-05       0.000213623              7461 
    9.15527e-05      -9.15527e-05       0.000213623              7462 
    3.05176e-05      -3.05176e-05       0.000213623              7463 
    9.15527e-05      -3.05176e-05       0.000213623              7464 
    0.000152588      -9.15527e-05       0.000152588              7465 
    0.000213623      -9.15527e-05       0.000152588              7466 
    0.000152588      -3.05176e-05       0.000152588              7467 
    0.000213623      -3.05176e-05       0.000152588              7468 
    0.000152588      -9.15527e-05       0.000213623              7469 
    0.000213623      -9.15527e-05       0.000213623              7470 
    0.000152588      -3.05176e-05       0.000213623              7471 
    0.000213623      -3.05176e-05       0.000213623              7472 
    0.000274658      -0.000213623       3.05176e-05              7473 
    0.000335693      -0.000213623       3.05176e-05              7474 
    0.000274658      -0.000152588       3.05176e-05              7475 
    0.000335693      -0.000152588       3.05176e-05              7476 
    0.000274658      -0.000213623       9.15527e-05              7477 
    0.000335693      -0.000213623       9.15527e-05              7478 
    0.000274658      -0.000152588       9.15527e-05              7479 
    0.000335693      -0.000152588       9.15527e-05              7480 
    0.000396729      -0.000213623       3.05176e-05              7481 
    0.000457764      -0.000213623       3.05176e-05              7482 
    0.000396729      -0.000152588       3.05176e-05              7483 
    0.000457764      -0.000152588       3.05176e-05              7484 
    0.000396729      -0.000213623       9.15527e-05              7485 
    0.000457764      -0.000213623       9.15527e-05              7486 
    0.000396729      -0.000152588       9.15527e-05              7487 
    0.000457764      -0.000152588       9.15527e-05              7488 
    0.000274658      -9.15527e-05       3.05176e-05              7489 
    0.000335693      -9.15527e-05       3.05176e-05              7490 
    0.000274658      -3.05176e-05       3.05176e-05              7491 
    0.000335693      -3.05176e-05       3.05176e-05              7492 
    0.000274658      -9.15527e-05       9.15527e-05              7493 
    0.000335693      -9.15527e-05       9.15527e-05              7494 
    0.000274658      -3.05176e-05       9.15527e-05              7495 
    0.000335693      -3.05176e-05       9.15527e-05              7496 
    0.000396729      -9.15527e-05       3.05176e-05              7497 
    0.000457764      -9.15527e-05       3.05176e-05              7498 
    0.000396729      -3.05176e-05       3.05176e-05              7499 
    0.000457764      -3.05176e-05       3.05176e-05              7500 
    0.000396729      -9.15527e-05       9.15527e-05              7501 
    0.000457764      -9.15527e-05       9.15527e-05              7502 
    0.000396729      -3.05176e-05       9.15527e-05              7503 
    0.000457764      -3.05176e-05       9.15527e-05              7504 
    0.000274658      -0.000213623       0.000152588              7505 
    0.000335693      -0.000213623       0.000152588              7506 
    0.000274658      -0.000152588       0.000152588              7507 
    0.000335693      -0.000152588       0.000152588              7508 
    0.000274658      -0.000213623       0.000213623              7509 
    0.000335693      -0.000213623       0.000213623              7510 
    0.000274658      -0.000152588       0.000213623              7511 
    0.000335693      -0.000152588       0.000213623              7512 
    0.000396729      -0.000213623       0.000152588              7513 
    0.000396729      -0.000152588       0.000152588              7514 
    0.000457764      -0.000152588       0.000152588              7515 
    0.000396729      -0.000213623       0.000213623              7516 
    0.000396729      -0.000152588       0.000213623              7517 
    0.000457764      -0.000152588       0.000213623              7518 
    0.000274658      -9.15527e-05       0.000152588              7519 
    0.000335693      -9.15527e-05       0.000152588              7520 
    0.000274658      -3.05176e-05       0.000152588              7521 
    0.000335693      -3.05176e-05       0.000152588              7522 
    0.000274658      -9.15527e-05       0.000213623              7523 
    0.000335693      -9.15527e-05       0.000213623              7524 
    0.000274658      -3.05176e-05       0.000213623              7525 
    0.000335693      -3.05176e-05       0.000213623              7526 
    0.000396729      -9.15527e-05       0.000152588              7527 
    0.000457764      -9.15527e-05       0.000152588              7528 
    0.000396729      -3.05176e-05       0.000152588              7529 
    0.000457764      -3.05176e-05       0.000152588              7530 
    0.000396729      -3.05176e-05       0.000213623              7531 
    0.000457764      -3.05176e-05       0.000213623              7532 
    3.05176e-05      -0.000335693       0.000274658              7533 
    9.15527e-05      -0.000335693       0.000274658              7534 
    3.05176e-05      -0.000274658       0.000274658              7535 
    9.15527e-05      -0.000274658       0.000274658              7536 
    9.15527e-05      -0.000335693       0.000335693              7537 
    3.05176e-05      -0.000274658       0.000335693              7538 
    9.15527e-05      -0.000274658       0.000335693              7539 
    0.000213623      -0.000457764       0.000396729              7540 
    0.000213623      -0.000396729       0.000396729              7541 
    0.000152588      -0.000457764       0.000457764              7542 
    0.000152588      -0.000396729       0.000457764              7543 
    3.05176e-05      -0.000335693       0.000396729              7544 
    9.15527e-05      -0.000335693       0.000396729              7545 
    3.05176e-05      -0.000274658       0.000396729              7546 
    3.05176e-05      -0.000274658       0.000457764              7547 
    9.15527e-05      -0.000274658       0.000457764              7548 
    0.000152588      -0.000335693       0.000396729              7549 
    0.000213623      -0.000335693       0.000396729              7550 
    0.000152588      -0.000274658       0.000396729              7551 
    0.000213623      -0.000274658       0.000396729              7552 
    0.000152588      -0.000335693       0.000457764              7553 
    0.000152588      -0.000274658       0.000457764              7554 
    0.000213623      -0.000274658       0.000457764              7555 
    3.05176e-05      -0.000213623       0.000274658              7556 
    9.15527e-05      -0.000213623       0.000274658              7557 
    3.05176e-05      -0.000152588       0.000274658              7558 
    9.15527e-05      -0.000152588       0.000274658              7559 
    3.05176e-05      -0.000213623       0.000335693              7560 
    9.15527e-05      -0.000213623       0.000335693              7561 
    3.05176e-05      -0.000152588       0.000335693              7562 
    9.15527e-05      -0.000152588       0.000335693              7563 
    0.000152588      -0.000213623       0.000274658              7564 
    0.000213623      -0.000213623       0.000274658              7565 
    0.000152588      -0.000152588       0.000274658              7566 
    0.000213623      -0.000152588       0.000274658              7567 
    0.000152588      -0.000213623       0.000335693              7568 
    0.000213623      -0.000213623       0.000335693              7569 
    0.000152588      -0.000152588       0.000335693              7570 
    3.05176e-05      -9.15527e-05       0.000274658              7571 
    9.15527e-05      -9.15527e-05       0.000274658              7572 
    3.05176e-05      -3.05176e-05       0.000274658              7573 
    9.15527e-05      -3.05176e-05       0.000274658              7574 
    3.05176e-05      -9.15527e-05       0.000335693              7575 
    9.15527e-05      -9.15527e-05       0.000335693              7576 
    3.05176e-05      -3.05176e-05       0.000335693              7577 
    9.15527e-05      -3.05176e-05       0.000335693              7578 
    0.000152588      -9.15527e-05       0.000274658              7579 
    0.000213623      -9.15527e-05       0.000274658              7580 
    0.000152588      -3.05176e-05       0.000274658              7581 
    0.000213623      -3.05176e-05       0.000274658              7582 
    0.000152588      -9.15527e-05       0.000335693              7583 
    0.000213623      -9.15527e-05       0.000335693              7584 
    0.000152588      -3.05176e-05       0.000335693              7585 
    0.000213623      -3.05176e-05       0.000335693              7586 
    3.05176e-05      -0.000213623       0.000396729              7587 
    9.15527e-05      -0.000213623       0.000396729              7588 
    3.05176e-05      -0.000152588       0.000396729              7589 
    9.15527e-05      -0.000152588       0.000396729              7590 
    3.05176e-05      -0.000213623       0.000457764              7591 
    9.15527e-05      -0.000213623       0.000457764              7592 
    9.15527e-05      -0.000152588       0.000457764              7593 
    3.05176e-05      -9.15527e-05       0.000396729              7594 
    9.15527e-05      -9.15527e-05       0.000396729              7595 
    3.05176e-05      -3.05176e-05       0.000396729              7596 
    9.15527e-05      -3.05176e-05       0.000396729              7597 
    3.05176e-05      -9.15527e-05       0.000457764              7598 
    9.15527e-05      -9.15527e-05       0.000457764              7599 
    3.05176e-05      -3.05176e-05       0.000457764              7600 
    9.15527e-05      -3.05176e-05       0.000457764              7601 
    0.000152588      -9.15527e-05       0.000396729              7602 
    0.000213623      -9.15527e-05       0.000396729              7603 
    0.000152588      -3.05176e-05       0.000396729              7604 
    0.000152588      -9.15527e-05       0.000457764              7605 
    0.000213623      -9.15527e-05       0.000457764              7606 
    0.000152588      -3.05176e-05       0.000457764              7607 
    0.000213623      -3.05176e-05       0.000457764              7608 
    0.000274658      -0.000213623       0.000274658              7609 
    0.000335693      -0.000213623       0.000274658              7610 
    0.000274658      -0.000152588       0.000274658              7611 
    0.000335693      -0.000152588       0.000274658              7612 
    0.000274658      -0.000213623       0.000335693              7613 
    0.000274658      -0.000152588       0.000335693              7614 
    0.000274658      -9.15527e-05       0.000274658              7615 
    0.000335693      -9.15527e-05       0.000274658              7616 
    0.000274658      -3.05176e-05       0.000274658              7617 
    0.000335693      -3.05176e-05       0.000274658              7618 
    0.000335693      -9.15527e-05       0.000335693              7619 
    0.000274658      -3.05176e-05       0.000335693              7620 
    0.000396729      -9.15527e-05       0.000274658              7621 
    0.000457764      -9.15527e-05       0.000274658              7622 
    0.000396729      -3.05176e-05       0.000274658              7623 
    0.000457764      -3.05176e-05       0.000274658              7624 
    0.000396729      -9.15527e-05       0.000335693              7625 
    0.000457764      -9.15527e-05       0.000335693              7626 
    0.000274658      -9.15527e-05       0.000396729              7627 
    0.000274658      -3.05176e-05       0.000396729              7628 
    0.000335693      -3.05176e-05       0.000396729              7629 
    0.000274658      -9.15527e-05       0.000457764              7630 
    0.000335693      -9.15527e-05       0.000457764              7631 
    0.000274658      -3.05176e-05       0.000457764              7632 
    0.000518799      -9.15527e-05       3.05176e-05              7633 
    0.000579834      -9.15527e-05       3.05176e-05              7634 
    0.000518799      -3.05176e-05       3.05176e-05              7635 
    0.000579834      -3.05176e-05       3.05176e-05              7636 
    0.000518799      -9.15527e-05       9.15527e-05              7637 
    0.000579834      -9.15527e-05       9.15527e-05              7638 
    0.000518799      -3.05176e-05       9.15527e-05              7639 
    0.000579834      -3.05176e-05       9.15527e-05              7640 
    3.05176e-05      -0.000213623       0.000518799              7641 
    9.15527e-05      -0.000213623       0.000518799              7642 
    3.05176e-05      -0.000152588       0.000518799              7643 
    9.15527e-05      -0.000152588       0.000518799              7644 
    3.05176e-05      -0.000152588       0.000579834              7645 
    9.15527e-05      -0.000152588       0.000579834              7646 
    9.15527e-05      -9.15527e-05       0.000518799              7647 
    3.05176e-05      -3.05176e-05       0.000518799              7648 
    9.15527e-05      -3.05176e-05       0.000518799              7649 
    3.05176e-05      -9.15527e-05       0.000579834              7650 
    9.15527e-05      -9.15527e-05       0.000579834              7651 
    3.05176e-05      -3.05176e-05       0.000579834              7652 
    0.000274658      -9.15527e-05       0.000518799              7653 
    0.000335693      -9.15527e-05       0.000518799              7654 
    0.000274658      -3.05176e-05       0.000518799              7655 
    0.000335693      -3.05176e-05       0.000518799              7656 
    0.000335693      -9.15527e-05       0.000579834              7657 
    0.000335693      -3.05176e-05       0.000579834              7658 
   -0.000579834       3.05176e-05       3.05176e-05              7659 
   -0.000518799       3.05176e-05       3.05176e-05              7660 
   -0.000579834       9.15527e-05       3.05176e-05              7661 
   -0.000518799       9.15527e-05       3.05176e-05              7662 
   -0.000579834       3.05176e-05       9.15527e-05              7663 
   -0.000518799       3.05176e-05       9.15527e-05              7664 
   -0.000579834       9.15527e-05       9.15527e-05              7665 
   -0.000640869       3.05176e-05       0.000152588              7666 
   -0.000701904       9.15527e-05       0.000152588              7667 
   -0.000640869       9.15527e-05       0.000152588              7668 
   -0.000701904       3.05176e-05       0.000213623              7669 
   -0.000640869       3.05176e-05       0.000213623              7670 
   -0.000640869       9.15527e-05       0.000213623              7671 
   -0.000457764       3.05176e-05       3.05176e-05              7672 
   -0.000396729       3.05176e-05       3.05176e-05              7673 
   -0.000457764       9.15527e-05       3.05176e-05              7674 
   -0.000396729       9.15527e-05       3.05176e-05              7675 
   -0.000457764       3.05176e-05       9.15527e-05              7676 
   -0.000396729       3.05176e-05       9.15527e-05              7677 
   -0.000457764       9.15527e-05       9.15527e-05              7678 
   -0.000396729       9.15527e-05       9.15527e-05              7679 
   -0.000335693       3.05176e-05       3.05176e-05              7680 
   -0.000274658       3.05176e-05       3.05176e-05              7681 
   -0.000335693       9.15527e-05       3.05176e-05              7682 
   -0.000274658       9.15527e-05       3.05176e-05              7683 
   -0.000335693       3.05176e-05       9.15527e-05              7684 
   -0.000274658       3.05176e-05       9.15527e-05              7685 
   -0.000335693       9.15527e-05       9.15527e-05              7686 
   -0.000274658       9.15527e-05       9.15527e-05              7687 
   -0.000457764       0.000152588       3.05176e-05              7688 
   -0.000396729       0.000152588       3.05176e-05              7689 
   -0.000457764       0.000213623       3.05176e-05              7690 
   -0.000396729       0.000213623       3.05176e-05              7691 
   -0.000457764       0.000152588       9.15527e-05              7692 
   -0.000396729       0.000152588       9.15527e-05              7693 
   -0.000457764       0.000213623       9.15527e-05              7694 
   -0.000335693       0.000152588       3.05176e-05              7695 
   -0.000274658       0.000152588       3.05176e-05              7696 
   -0.000335693       0.000213623       3.05176e-05              7697 
   -0.000274658       0.000213623       3.05176e-05              7698 
   -0.000335693       0.000152588       9.15527e-05              7699 
   -0.000274658       0.000152588       9.15527e-05              7700 
   -0.000335693       0.000213623       9.15527e-05              7701 
   -0.000274658       0.000213623       9.15527e-05              7702 
   -0.000457764       3.05176e-05       0.000152588              7703 
   -0.000396729       3.05176e-05       0.000152588              7704 
   -0.000457764       9.15527e-05       0.000152588              7705 
   -0.000396729       9.15527e-05       0.000152588              7706 
   -0.000457764       3.05176e-05       0.000213623              7707 
   -0.000396729       3.05176e-05       0.000213623              7708 
   -0.000457764       9.15527e-05       0.000213623              7709 
   -0.000396729       9.15527e-05       0.000213623              7710 
   -0.000335693       3.05176e-05       0.000152588              7711 
   -0.000274658       3.05176e-05       0.000152588              7712 
   -0.000335693       9.15527e-05       0.000152588              7713 
   -0.000274658       9.15527e-05       0.000152588              7714 
   -0.000274658       3.05176e-05       0.000213623              7715 
   -0.000335693       9.15527e-05       0.000213623              7716 
   -0.000274658       9.15527e-05       0.000213623              7717 
   -0.000457764       0.000152588       0.000152588              7718 
   -0.000396729       0.000152588       0.000152588              7719 
   -0.000457764       0.000213623       0.000152588              7720 
   -0.000396729       0.000213623       0.000152588              7721 
   -0.000457764       0.000152588       0.000213623              7722 
   -0.000396729       0.000152588       0.000213623              7723 
   -0.000457764       0.000213623       0.000213623              7724 
   -0.000396729       0.000213623       0.000213623              7725 
   -0.000335693       0.000152588       0.000152588              7726 
   -0.000274658       0.000152588       0.000152588              7727 
   -0.000335693       0.000213623       0.000152588              7728 
   -0.000274658       0.000213623       0.000152588              7729 
   -0.000335693       0.000152588       0.000213623              7730 
   -0.000274658       0.000152588       0.000213623              7731 
   -0.000335693       0.000213623       0.000213623              7732 
   -0.000274658       0.000213623       0.000213623              7733 
   -0.000213623       3.05176e-05       3.05176e-05              7734 
   -0.000152588       3.05176e-05       3.05176e-05              7735 
   -0.000213623       9.15527e-05       3.05176e-05              7736 
   -0.000152588       9.15527e-05       3.05176e-05              7737 
   -0.000213623       3.05176e-05       9.15527e-05              7738 
   -0.000152588       3.05176e-05       9.15527e-05              7739 
   -0.000213623       9.15527e-05       9.15527e-05              7740 
   -0.000152588       9.15527e-05       9.15527e-05              7741 
   -9.15527e-05       3.05176e-05       3.05176e-05              7742 
   -3.05176e-05       3.05176e-05       3.05176e-05              7743 
   -9.15527e-05       9.15527e-05       3.05176e-05              7744 
   -3.05176e-05       9.15527e-05       3.05176e-05              7745 
   -9.15527e-05       3.05176e-05       9.15527e-05              7746 
   -3.05176e-05       3.05176e-05       9.15527e-05              7747 
   -9.15527e-05       9.15527e-05       9.15527e-05              7748 
   -3.05176e-05       9.15527e-05       9.15527e-05              7749 
   -0.000213623       0.000152588       3.05176e-05              7750 
   -0.000152588       0.000152588       3.05176e-05              7751 
   -0.000213623       0.000213623       3.05176e-05              7752 
   -0.000152588       0.000213623       3.05176e-05              7753 
   -0.000213623       0.000152588       9.15527e-05              7754 
   -0.000152588       0.000152588       9.15527e-05              7755 
   -0.000213623       0.000213623       9.15527e-05              7756 
   -0.000152588       0.000213623       9.15527e-05              7757 
   -9.15527e-05       0.000152588       3.05176e-05              7758 
   -3.05176e-05       0.000152588       3.05176e-05              7759 
   -9.15527e-05       0.000213623       3.05176e-05              7760 
   -3.05176e-05       0.000213623       3.05176e-05              7761 
   -9.15527e-05       0.000152588       9.15527e-05              7762 
   -3.05176e-05       0.000152588       9.15527e-05              7763 
   -9.15527e-05       0.000213623       9.15527e-05              7764 
   -3.05176e-05       0.000213623       9.15527e-05              7765 
   -0.000213623       3.05176e-05       0.000152588              7766 
   -0.000152588       3.05176e-05       0.000152588              7767 
   -0.000213623       9.15527e-05       0.000152588              7768 
   -0.000152588       9.15527e-05       0.000152588              7769 
   -0.000213623       3.05176e-05       0.000213623              7770 
   -0.000152588       3.05176e-05       0.000213623              7771 
   -0.000213623       9.15527e-05       0.000213623              7772 
   -0.000152588       9.15527e-05       0.000213623              7773 
   -9.15527e-05       3.05176e-05       0.000152588              7774 
   -3.05176e-05       3.05176e-05       0.000152588              7775 
   -9.15527e-05       9.15527e-05       0.000152588              7776 
   -3.05176e-05       9.15527e-05       0.000152588              7777 
   -9.15527e-05       3.05176e-05       0.000213623              7778 
   -3.05176e-05       3.05176e-05       0.000213623              7779 
   -9.15527e-05       9.15527e-05       0.000213623              7780 
   -3.05176e-05       9.15527e-05       0.000213623              7781 
   -0.000213623       0.000152588       0.000152588              7782 
   -0.000152588       0.000152588       0.000152588              7783 
   -0.000213623       0.000213623       0.000152588              7784 
   -0.000152588       0.000213623       0.000152588              7785 
   -0.000213623       0.000152588       0.000213623              7786 
   -0.000152588       0.000152588       0.000213623              7787 
   -0.000213623       0.000213623       0.000213623              7788 
   -0.000152588       0.000213623       0.000213623              7789 
   -9.15527e-05       0.000152588       0.000152588              7790 
   -3.05176e-05       0.000152588       0.000152588              7791 
   -9.15527e-05       0.000213623       0.000152588              7792 
   -3.05176e-05       0.000213623       0.000152588              7793 
   -9.15527e-05       0.000152588       0.000213623              7794 
   -3.05176e-05       0.000152588       0.000213623              7795 
   -9.15527e-05       0.000213623       0.000213623              7796 
   -3.05176e-05       0.000213623       0.000213623              7797 
   -0.000457764       0.000274658       3.05176e-05              7798 
   -0.000396729       0.000274658       3.05176e-05              7799 
   -0.000457764       0.000335693       3.05176e-05              7800 
   -0.000396729       0.000335693       3.05176e-05              7801 
   -0.000457764       0.000274658       9.15527e-05              7802 
   -0.000396729       0.000274658       9.15527e-05              7803 
   -0.000457764       0.000335693       9.15527e-05              7804 
   -0.000396729       0.000335693       9.15527e-05              7805 
   -0.000335693       0.000274658       3.05176e-05              7806 
   -0.000274658       0.000274658       3.05176e-05              7807 
   -0.000335693       0.000335693       3.05176e-05              7808 
   -0.000274658       0.000335693       3.05176e-05              7809 
   -0.000335693       0.000274658       9.15527e-05              7810 
   -0.000274658       0.000274658       9.15527e-05              7811 
   -0.000335693       0.000335693       9.15527e-05              7812 
   -0.000274658       0.000335693       9.15527e-05              7813 
   -0.000274658       0.000274658       0.000152588              7814 
   -0.000335693       0.000335693       0.000152588              7815 
   -0.000274658       0.000335693       0.000152588              7816 
   -0.000335693       0.000274658       0.000213623              7817 
   -0.000274658       0.000274658       0.000213623              7818 
   -0.000335693       0.000335693       0.000213623              7819 
   -0.000274658       0.000335693       0.000213623              7820 
   -0.000335693       0.000396729       0.000152588              7821 
   -0.000274658       0.000396729       0.000152588              7822 
   -0.000335693       0.000457764       0.000152588              7823 
   -0.000274658       0.000457764       0.000152588              7824 
   -0.000335693       0.000457764       0.000213623              7825 
   -0.000213623       0.000274658       3.05176e-05              7826 
   -0.000152588       0.000274658       3.05176e-05              7827 
   -0.000213623       0.000335693       3.05176e-05              7828 
   -0.000152588       0.000335693       3.05176e-05              7829 
   -0.000213623       0.000274658       9.15527e-05              7830 
   -0.000152588       0.000274658       9.15527e-05              7831 
   -0.000213623       0.000335693       9.15527e-05              7832 
   -0.000152588       0.000335693       9.15527e-05              7833 
   -9.15527e-05       0.000274658       3.05176e-05              7834 
   -3.05176e-05       0.000274658       3.05176e-05              7835 
   -9.15527e-05       0.000335693       3.05176e-05              7836 
   -3.05176e-05       0.000335693       3.05176e-05              7837 
   -9.15527e-05       0.000274658       9.15527e-05              7838 
   -3.05176e-05       0.000274658       9.15527e-05              7839 
   -9.15527e-05       0.000335693       9.15527e-05              7840 
   -3.05176e-05       0.000335693       9.15527e-05              7841 
   -0.000213623       0.000396729       3.05176e-05              7842 
   -0.000152588       0.000396729       3.05176e-05              7843 
   -0.000213623       0.000457764       3.05176e-05              7844 
   -0.000152588       0.000457764       3.05176e-05              7845 
   -0.000213623       0.000396729       9.15527e-05              7846 
   -0.000152588       0.000396729       9.15527e-05              7847 
   -0.000152588       0.000457764       9.15527e-05              7848 
   -9.15527e-05       0.000396729       3.05176e-05              7849 
   -3.05176e-05       0.000396729       3.05176e-05              7850 
   -9.15527e-05       0.000457764       3.05176e-05              7851 
   -3.05176e-05       0.000457764       3.05176e-05              7852 
   -9.15527e-05       0.000396729       9.15527e-05              7853 
   -9.15527e-05       0.000457764       9.15527e-05              7854 
   -3.05176e-05       0.000457764       9.15527e-05              7855 
   -0.000213623       0.000274658       0.000152588              7856 
   -0.000152588       0.000274658       0.000152588              7857 
   -0.000213623       0.000335693       0.000152588              7858 
   -0.000152588       0.000335693       0.000152588              7859 
   -0.000213623       0.000274658       0.000213623              7860 
   -0.000152588       0.000274658       0.000213623              7861 
   -0.000213623       0.000335693       0.000213623              7862 
   -0.000152588       0.000335693       0.000213623              7863 
   -9.15527e-05       0.000274658       0.000152588              7864 
   -3.05176e-05       0.000274658       0.000152588              7865 
   -9.15527e-05       0.000335693       0.000152588              7866 
   -3.05176e-05       0.000335693       0.000152588              7867 
   -9.15527e-05       0.000274658       0.000213623              7868 
   -3.05176e-05       0.000274658       0.000213623              7869 
   -9.15527e-05       0.000335693       0.000213623              7870 
   -3.05176e-05       0.000335693       0.000213623              7871 
   -0.000213623       0.000396729       0.000152588              7872 
   -0.000152588       0.000396729       0.000152588              7873 
   -0.000213623       0.000457764       0.000152588              7874 
   -0.000152588       0.000457764       0.000152588              7875 
   -0.000213623       0.000396729       0.000213623              7876 
   -9.15527e-05       0.000396729       0.000152588              7877 
   -3.05176e-05       0.000396729       0.000152588              7878 
   -3.05176e-05       0.000457764       0.000152588              7879 
   -9.15527e-05       0.000396729       0.000213623              7880 
   -3.05176e-05       0.000396729       0.000213623              7881 
   -3.05176e-05       0.000457764       0.000213623              7882 
   -0.000335693       3.05176e-05       0.000274658              7883 
   -0.000274658       3.05176e-05       0.000274658              7884 
   -0.000335693       9.15527e-05       0.000274658              7885 
   -0.000274658       9.15527e-05       0.000274658              7886 
   -0.000335693       3.05176e-05       0.000335693              7887 
   -0.000274658       3.05176e-05       0.000335693              7888 
   -0.000335693       9.15527e-05       0.000335693              7889 
