             x                 y                 z              cell   
    -0.00244141       -0.00341797      -0.000488281               917 
    -0.00244141       -0.00244141      -0.000488281               918 
    -0.00146484       -0.00341797       -0.00146484               919 
   -0.000488281       -0.00341797       -0.00146484               920 
    -0.00146484       -0.00244141       -0.00146484               921 
   -0.000488281       -0.00244141       -0.00146484               922 
    -0.00146484       -0.00341797      -0.000488281               923 
   -0.000488281       -0.00341797      -0.000488281               924 
    -0.00146484       -0.00244141      -0.000488281               925 
   -0.000488281       -0.00244141      -0.000488281               926 
    -0.00341797       -0.00146484       -0.00146484               927 
    -0.00244141       -0.00146484       -0.00146484               928 
    -0.00341797      -0.000488281       -0.00146484               929 
    -0.00244141      -0.000488281       -0.00146484               930 
    -0.00341797       -0.00146484      -0.000488281               931 
    -0.00244141       -0.00146484      -0.000488281               932 
    -0.00341797      -0.000488281      -0.000488281               933 
    -0.00244141      -0.000488281      -0.000488281               934 
    -0.00146484       -0.00146484       -0.00146484               935 
   -0.000488281       -0.00146484       -0.00146484               936 
    -0.00146484      -0.000488281       -0.00146484               937 
   -0.000488281      -0.000488281       -0.00146484               938 
    -0.00146484       -0.00146484      -0.000488281               939 
   -0.000488281       -0.00146484      -0.000488281               940 
    -0.00146484      -0.000488281      -0.000488281               941 
   -0.000488281      -0.000488281      -0.000488281               942 
    0.000488281       -0.00537109       -0.00146484               943 
    0.000488281       -0.00439453       -0.00146484               944 
     0.00146484       -0.00439453       -0.00146484               945 
    0.000488281       -0.00537109      -0.000488281               946 
    0.000488281       -0.00439453      -0.000488281               947 
     0.00146484       -0.00439453      -0.000488281               948 
    0.000488281       -0.00341797       -0.00341797               949 
     0.00146484       -0.00341797       -0.00341797               950 
    0.000488281       -0.00244141       -0.00341797               951 
     0.00146484       -0.00244141       -0.00341797               952 
    0.000488281       -0.00341797       -0.00244141               953 
    0.000488281       -0.00244141       -0.00244141               954 
     0.00146484       -0.00244141       -0.00244141               955 
    0.000488281       -0.00146484       -0.00341797               956 
     0.00146484       -0.00146484       -0.00341797               957 
    0.000488281      -0.000488281       -0.00341797               958 
     0.00146484      -0.000488281       -0.00341797               959 
    0.000488281       -0.00146484       -0.00244141               960 
     0.00146484       -0.00146484       -0.00244141               961 
    0.000488281      -0.000488281       -0.00244141               962 
     0.00146484      -0.000488281       -0.00244141               963 
     0.00244141       -0.00146484       -0.00341797               964 
     0.00341797       -0.00146484       -0.00341797               965 
     0.00244141      -0.000488281       -0.00341797               966 
     0.00341797      -0.000488281       -0.00341797               967 
     0.00244141       -0.00146484       -0.00244141               968 
     0.00341797       -0.00146484       -0.00244141               969 
     0.00244141      -0.000488281       -0.00244141               970 
     0.00341797      -0.000488281       -0.00244141               971 
    0.000488281       -0.00341797       -0.00146484               972 
    0.000488281       -0.00244141       -0.00146484               973 
     0.00146484       -0.00244141       -0.00146484               974 
    0.000488281       -0.00341797      -0.000488281               975 
     0.00146484       -0.00341797      -0.000488281               976 
    0.000488281       -0.00244141      -0.000488281               977 
     0.00146484       -0.00244141      -0.000488281               978 
     0.00244141       -0.00341797       -0.00146484               979 
     0.00341797       -0.00341797       -0.00146484               980 
     0.00244141       -0.00244141       -0.00146484               981 
     0.00244141       -0.00341797      -0.000488281               982 
     0.00244141       -0.00244141      -0.000488281               983 
     0.00341797       -0.00244141      -0.000488281               984 
    0.000488281       -0.00146484       -0.00146484               985 
     0.00146484       -0.00146484       -0.00146484               986 
    0.000488281      -0.000488281       -0.00146484               987 
     0.00146484      -0.000488281       -0.00146484               988 
    0.000488281       -0.00146484      -0.000488281               989 
     0.00146484       -0.00146484      -0.000488281               990 
    0.000488281      -0.000488281      -0.000488281               991 
     0.00146484      -0.000488281      -0.000488281               992 
     0.00244141       -0.00146484       -0.00146484               993 
     0.00341797       -0.00146484       -0.00146484               994 
     0.00244141      -0.000488281       -0.00146484               995 
     0.00341797      -0.000488281       -0.00146484               996 
     0.00244141       -0.00146484      -0.000488281               997 
     0.00341797       -0.00146484      -0.000488281               998 
     0.00244141      -0.000488281      -0.000488281               999 
     0.00341797      -0.000488281      -0.000488281              1000 
     0.00439453       -0.00146484       -0.00146484              1001 
     0.00537109       -0.00146484       -0.00146484              1002 
     0.00439453      -0.000488281       -0.00146484              1003 
     0.00537109      -0.000488281       -0.00146484              1004 
     0.00439453       -0.00146484      -0.000488281              1005 
     0.00537109       -0.00146484      -0.000488281              1006 
     0.00439453      -0.000488281      -0.000488281              1007 
     0.00537109      -0.000488281      -0.000488281              1008 
    -0.00439453       0.000488281       -0.00146484              1009 
    -0.00439453        0.00146484       -0.00146484              1010 
    -0.00537109       0.000488281      -0.000488281              1011 
    -0.00439453       0.000488281      -0.000488281              1012 
    -0.00439453        0.00146484      -0.000488281              1013 
    -0.00439453        0.00244141       -0.00146484              1014 
    -0.00439453        0.00341797       -0.00146484              1015 
    -0.00537109        0.00244141      -0.000488281              1016 
    -0.00439453        0.00244141      -0.000488281              1017 
    -0.00537109        0.00341797      -0.000488281              1018 
    -0.00439453        0.00341797      -0.000488281              1019 
    -0.00341797       0.000488281       -0.00341797              1020 
    -0.00244141       0.000488281       -0.00341797              1021 
    -0.00244141        0.00146484       -0.00341797              1022 
    -0.00341797       0.000488281       -0.00244141              1023 
    -0.00244141       0.000488281       -0.00244141              1024 
    -0.00341797        0.00146484       -0.00244141              1025 
    -0.00244141        0.00146484       -0.00244141              1026 
    -0.00146484       0.000488281       -0.00341797              1027 
   -0.000488281       0.000488281       -0.00341797              1028 
    -0.00146484        0.00146484       -0.00341797              1029 
   -0.000488281        0.00146484       -0.00341797              1030 
    -0.00146484       0.000488281       -0.00244141              1031 
   -0.000488281       0.000488281       -0.00244141              1032 
    -0.00146484        0.00146484       -0.00244141              1033 
   -0.000488281        0.00146484       -0.00244141              1034 
    -0.00146484        0.00244141       -0.00341797              1035 
   -0.000488281        0.00244141       -0.00341797              1036 
    -0.00146484        0.00341797       -0.00341797              1037 
   -0.000488281        0.00341797       -0.00341797              1038 
    -0.00146484        0.00244141       -0.00244141              1039 
   -0.000488281        0.00244141       -0.00244141              1040 
    -0.00146484        0.00341797       -0.00244141              1041 
   -0.000488281        0.00341797       -0.00244141              1042 
    -0.00341797       0.000488281       -0.00146484              1043 
    -0.00244141       0.000488281       -0.00146484              1044 
    -0.00341797        0.00146484       -0.00146484              1045 
    -0.00244141        0.00146484       -0.00146484              1046 
    -0.00341797       0.000488281      -0.000488281              1047 
    -0.00244141       0.000488281      -0.000488281              1048 
    -0.00341797        0.00146484      -0.000488281              1049 
    -0.00244141        0.00146484      -0.000488281              1050 
    -0.00146484       0.000488281       -0.00146484              1051 
   -0.000488281       0.000488281       -0.00146484              1052 
    -0.00146484        0.00146484       -0.00146484              1053 
   -0.000488281        0.00146484       -0.00146484              1054 
    -0.00146484       0.000488281      -0.000488281              1055 
   -0.000488281       0.000488281      -0.000488281              1056 
    -0.00146484        0.00146484      -0.000488281              1057 
   -0.000488281        0.00146484      -0.000488281              1058 
    -0.00341797        0.00244141       -0.00146484              1059 
    -0.00244141        0.00244141       -0.00146484              1060 
    -0.00244141        0.00341797       -0.00146484              1061 
    -0.00341797        0.00244141      -0.000488281              1062 
    -0.00244141        0.00244141      -0.000488281              1063 
    -0.00341797        0.00341797      -0.000488281              1064 
    -0.00146484        0.00244141       -0.00146484              1065 
   -0.000488281        0.00244141       -0.00146484              1066 
    -0.00146484        0.00341797       -0.00146484              1067 
   -0.000488281        0.00341797       -0.00146484              1068 
    -0.00146484        0.00244141      -0.000488281              1069 
   -0.000488281        0.00244141      -0.000488281              1070 
    -0.00146484        0.00341797      -0.000488281              1071 
   -0.000488281        0.00341797      -0.000488281              1072 
     0.00146484       0.000488281       -0.00537109              1073 
     0.00146484        0.00146484       -0.00537109              1074 
    0.000488281       0.000488281       -0.00439453              1075 
     0.00146484       0.000488281       -0.00439453              1076 
    0.000488281        0.00146484       -0.00439453              1077 
     0.00146484        0.00146484       -0.00439453              1078 
    0.000488281       0.000488281       -0.00341797              1079 
     0.00146484       0.000488281       -0.00341797              1080 
    0.000488281        0.00146484       -0.00341797              1081 
     0.00146484        0.00146484       -0.00341797              1082 
    0.000488281       0.000488281       -0.00244141              1083 
     0.00146484       0.000488281       -0.00244141              1084 
    0.000488281        0.00146484       -0.00244141              1085 
     0.00146484        0.00146484       -0.00244141              1086 
     0.00244141       0.000488281       -0.00341797              1087 
     0.00244141        0.00146484       -0.00341797              1088 
     0.00244141       0.000488281       -0.00244141              1089 
     0.00341797       0.000488281       -0.00244141              1090 
     0.00244141        0.00146484       -0.00244141              1091 
     0.00341797        0.00146484       -0.00244141              1092 
    0.000488281        0.00244141       -0.00341797              1093 
    0.000488281        0.00341797       -0.00341797              1094 
     0.00146484        0.00341797       -0.00341797              1095 
    0.000488281        0.00244141       -0.00244141              1096 
     0.00146484        0.00244141       -0.00244141              1097 
    0.000488281        0.00341797       -0.00244141              1098 
     0.00146484        0.00341797       -0.00244141              1099 
    0.000488281       0.000488281       -0.00146484              1100 
     0.00146484       0.000488281       -0.00146484              1101 
    0.000488281        0.00146484       -0.00146484              1102 
     0.00146484        0.00146484       -0.00146484              1103 
    0.000488281       0.000488281      -0.000488281              1104 
     0.00146484       0.000488281      -0.000488281              1105 
    0.000488281        0.00146484      -0.000488281              1106 
     0.00146484        0.00146484      -0.000488281              1107 
     0.00244141       0.000488281       -0.00146484              1108 
     0.00341797       0.000488281       -0.00146484              1109 
     0.00244141        0.00146484       -0.00146484              1110 
     0.00341797        0.00146484       -0.00146484              1111 
     0.00244141       0.000488281      -0.000488281              1112 
     0.00341797       0.000488281      -0.000488281              1113 
     0.00244141        0.00146484      -0.000488281              1114 
     0.00341797        0.00146484      -0.000488281              1115 
    0.000488281        0.00244141       -0.00146484              1116 
     0.00146484        0.00244141       -0.00146484              1117 
    0.000488281        0.00341797       -0.00146484              1118 
     0.00146484        0.00341797       -0.00146484              1119 
    0.000488281        0.00244141      -0.000488281              1120 
     0.00146484        0.00244141      -0.000488281              1121 
    0.000488281        0.00341797      -0.000488281              1122 
     0.00146484        0.00341797      -0.000488281              1123 
     0.00244141        0.00244141       -0.00146484              1124 
     0.00341797        0.00244141       -0.00146484              1125 
     0.00244141        0.00341797       -0.00146484              1126 
     0.00341797        0.00341797       -0.00146484              1127 
     0.00244141        0.00244141      -0.000488281              1128 
     0.00341797        0.00244141      -0.000488281              1129 
     0.00244141        0.00341797      -0.000488281              1130 
     0.00439453       0.000488281       -0.00341797              1131 
     0.00537109       0.000488281       -0.00341797              1132 
     0.00439453        0.00146484       -0.00341797              1133 
     0.00439453       0.000488281       -0.00244141              1134 
     0.00537109       0.000488281       -0.00244141              1135 
     0.00439453        0.00146484       -0.00244141              1136 
     0.00537109        0.00146484       -0.00244141              1137 
    0.000488281        0.00439453       -0.00146484              1138 
     0.00146484        0.00439453       -0.00146484              1139 
    0.000488281        0.00537109       -0.00146484              1140 
     0.00146484        0.00537109       -0.00146484              1141 
    0.000488281        0.00439453      -0.000488281              1142 
     0.00146484        0.00439453      -0.000488281              1143 
     0.00146484        0.00537109      -0.000488281              1144 
    -0.00341797       -0.00341797       0.000488281              1145 
    -0.00244141       -0.00341797       0.000488281              1146 
    -0.00341797       -0.00244141       0.000488281              1147 
    -0.00244141       -0.00244141       0.000488281              1148 
    -0.00341797       -0.00341797        0.00146484              1149 
    -0.00244141       -0.00341797        0.00146484              1150 
    -0.00341797       -0.00244141        0.00146484              1151 
    -0.00244141       -0.00244141        0.00146484              1152 
    -0.00146484       -0.00341797       0.000488281              1153 
   -0.000488281       -0.00341797       0.000488281              1154 
    -0.00146484       -0.00244141       0.000488281              1155 
   -0.000488281       -0.00244141       0.000488281              1156 
    -0.00146484       -0.00341797        0.00146484              1157 
   -0.000488281       -0.00341797        0.00146484              1158 
    -0.00146484       -0.00244141        0.00146484              1159 
   -0.000488281       -0.00244141        0.00146484              1160 
    -0.00341797       -0.00146484       0.000488281              1161 
    -0.00244141       -0.00146484       0.000488281              1162 
    -0.00341797      -0.000488281       0.000488281              1163 
    -0.00244141      -0.000488281       0.000488281              1164 
    -0.00341797       -0.00146484        0.00146484              1165 
    -0.00244141       -0.00146484        0.00146484              1166 
    -0.00341797      -0.000488281        0.00146484              1167 
    -0.00244141      -0.000488281        0.00146484              1168 
    -0.00146484       -0.00146484       0.000488281              1169 
   -0.000488281       -0.00146484       0.000488281              1170 
    -0.00146484      -0.000488281       0.000488281              1171 
   -0.000488281      -0.000488281       0.000488281              1172 
    -0.00146484       -0.00146484        0.00146484              1173 
   -0.000488281       -0.00146484        0.00146484              1174 
    -0.00146484      -0.000488281        0.00146484              1175 
   -0.000488281      -0.000488281        0.00146484              1176 
    -0.00146484       -0.00341797        0.00244141              1177 
   -0.000488281       -0.00341797        0.00244141              1178 
    -0.00146484       -0.00244141        0.00244141              1179 
   -0.000488281       -0.00244141        0.00244141              1180 
    -0.00146484       -0.00341797        0.00341797              1181 
   -0.000488281       -0.00341797        0.00341797              1182 
    -0.00146484       -0.00244141        0.00341797              1183 
    -0.00244141       -0.00146484        0.00244141              1184 
    -0.00341797      -0.000488281        0.00244141              1185 
    -0.00244141      -0.000488281        0.00244141              1186 
    -0.00244141       -0.00146484        0.00341797              1187 
    -0.00341797      -0.000488281        0.00341797              1188 
    -0.00244141      -0.000488281        0.00341797              1189 
    -0.00146484       -0.00146484        0.00244141              1190 
   -0.000488281       -0.00146484        0.00244141              1191 
    -0.00146484      -0.000488281        0.00244141              1192 
   -0.000488281      -0.000488281        0.00244141              1193 
    -0.00146484       -0.00146484        0.00341797              1194 
   -0.000488281       -0.00146484        0.00341797              1195 
    -0.00146484      -0.000488281        0.00341797              1196 
   -0.000488281      -0.000488281        0.00341797              1197 
    0.000488281       -0.00537109       0.000488281              1198 
     0.00146484       -0.00537109       0.000488281              1199 
    0.000488281       -0.00439453       0.000488281              1200 
     0.00146484       -0.00439453       0.000488281              1201 
    0.000488281       -0.00439453        0.00146484              1202 
     0.00146484       -0.00439453        0.00146484              1203 
    0.000488281       -0.00341797       0.000488281              1204 
     0.00146484       -0.00341797       0.000488281              1205 
    0.000488281       -0.00244141       0.000488281              1206 
     0.00146484       -0.00244141       0.000488281              1207 
    0.000488281       -0.00341797        0.00146484              1208 
     0.00146484       -0.00341797        0.00146484              1209 
    0.000488281       -0.00244141        0.00146484              1210 
     0.00146484       -0.00244141        0.00146484              1211 
     0.00244141       -0.00341797       0.000488281              1212 
     0.00341797       -0.00341797       0.000488281              1213 
     0.00244141       -0.00244141       0.000488281              1214 
     0.00341797       -0.00244141       0.000488281              1215 
     0.00244141       -0.00341797        0.00146484              1216 
     0.00341797       -0.00341797        0.00146484              1217 
     0.00244141       -0.00244141        0.00146484              1218 
     0.00341797       -0.00244141        0.00146484              1219 
    0.000488281       -0.00146484       0.000488281              1220 
     0.00146484       -0.00146484       0.000488281              1221 
    0.000488281      -0.000488281       0.000488281              1222 
     0.00146484      -0.000488281       0.000488281              1223 
    0.000488281       -0.00146484        0.00146484              1224 
     0.00146484       -0.00146484        0.00146484              1225 
    0.000488281      -0.000488281        0.00146484              1226 
     0.00146484      -0.000488281        0.00146484              1227 
     0.00244141       -0.00146484       0.000488281              1228 
     0.00341797       -0.00146484       0.000488281              1229 
     0.00244141      -0.000488281       0.000488281              1230 
     0.00341797      -0.000488281       0.000488281              1231 
     0.00244141       -0.00146484        0.00146484              1232 
     0.00341797       -0.00146484        0.00146484              1233 
     0.00244141      -0.000488281        0.00146484              1234 
     0.00341797      -0.000488281        0.00146484              1235 
    0.000488281       -0.00341797        0.00244141              1236 
     0.00146484       -0.00341797        0.00244141              1237 
    0.000488281       -0.00244141        0.00244141              1238 
     0.00146484       -0.00244141        0.00244141              1239 
    0.000488281       -0.00341797        0.00341797              1240 
     0.00146484       -0.00341797        0.00341797              1241 
    0.000488281       -0.00244141        0.00341797              1242 
     0.00146484       -0.00244141        0.00341797              1243 
     0.00244141       -0.00341797        0.00244141              1244 
     0.00244141       -0.00244141        0.00244141              1245 
     0.00244141       -0.00341797        0.00341797              1246 
     0.00244141       -0.00244141        0.00341797              1247 
     0.00341797       -0.00244141        0.00341797              1248 
    0.000488281       -0.00146484        0.00244141              1249 
     0.00146484       -0.00146484        0.00244141              1250 
    0.000488281      -0.000488281        0.00244141              1251 
     0.00146484      -0.000488281        0.00244141              1252 
    0.000488281       -0.00146484        0.00341797              1253 
    0.000488281      -0.000488281        0.00341797              1254 
     0.00146484      -0.000488281        0.00341797              1255 
     0.00244141       -0.00146484        0.00244141              1256 
     0.00244141      -0.000488281        0.00244141              1257 
     0.00341797      -0.000488281        0.00244141              1258 
     0.00244141       -0.00146484        0.00341797              1259 
     0.00341797       -0.00146484        0.00341797              1260 
     0.00244141      -0.000488281        0.00341797              1261 
     0.00341797      -0.000488281        0.00341797              1262 
     0.00439453       -0.00146484       0.000488281              1263 
     0.00439453      -0.000488281       0.000488281              1264 
     0.00537109      -0.000488281       0.000488281              1265 
     0.00439453       -0.00146484        0.00146484              1266 
     0.00439453      -0.000488281        0.00146484              1267 
     0.00537109      -0.000488281        0.00146484              1268 
    -0.00439453       0.000488281       0.000488281              1269 
    -0.00537109        0.00146484       0.000488281              1270 
    -0.00439453        0.00146484       0.000488281              1271 
    -0.00537109       0.000488281        0.00146484              1272 
    -0.00439453       0.000488281        0.00146484              1273 
    -0.00439453        0.00146484        0.00146484              1274 
    -0.00341797       0.000488281       0.000488281              1275 
    -0.00244141       0.000488281       0.000488281              1276 
    -0.00341797        0.00146484       0.000488281              1277 
    -0.00244141        0.00146484       0.000488281              1278 
    -0.00341797       0.000488281        0.00146484              1279 
    -0.00244141       0.000488281        0.00146484              1280 
    -0.00341797        0.00146484        0.00146484              1281 
    -0.00244141        0.00146484        0.00146484              1282 
    -0.00146484       0.000488281       0.000488281              1283 
   -0.000488281       0.000488281       0.000488281              1284 
    -0.00146484        0.00146484       0.000488281              1285 
   -0.000488281        0.00146484       0.000488281              1286 
    -0.00146484       0.000488281        0.00146484              1287 
   -0.000488281       0.000488281        0.00146484              1288 
    -0.00146484        0.00146484        0.00146484              1289 
   -0.000488281        0.00146484        0.00146484              1290 
    -0.00341797        0.00244141       0.000488281              1291 
    -0.00244141        0.00244141       0.000488281              1292 
    -0.00341797        0.00244141        0.00146484              1293 
    -0.00244141        0.00244141        0.00146484              1294 
    -0.00341797        0.00341797        0.00146484              1295 
    -0.00244141        0.00341797        0.00146484              1296 
    -0.00146484        0.00244141       0.000488281              1297 
   -0.000488281        0.00244141       0.000488281              1298 
    -0.00146484        0.00341797       0.000488281              1299 
   -0.000488281        0.00341797       0.000488281              1300 
    -0.00146484        0.00244141        0.00146484              1301 
   -0.000488281        0.00244141        0.00146484              1302 
    -0.00146484        0.00341797        0.00146484              1303 
   -0.000488281        0.00341797        0.00146484              1304 
    -0.00341797       0.000488281        0.00244141              1305 
    -0.00244141       0.000488281        0.00244141              1306 
    -0.00341797        0.00146484        0.00244141              1307 
    -0.00244141        0.00146484        0.00244141              1308 
    -0.00341797       0.000488281        0.00341797              1309 
    -0.00244141        0.00146484        0.00341797              1310 
    -0.00146484       0.000488281        0.00244141              1311 
   -0.000488281       0.000488281        0.00244141              1312 
    -0.00146484        0.00146484        0.00244141              1313 
   -0.000488281        0.00146484        0.00244141              1314 
    -0.00146484       0.000488281        0.00341797              1315 
   -0.000488281       0.000488281        0.00341797              1316 
    -0.00146484        0.00146484        0.00341797              1317 
   -0.000488281        0.00146484        0.00341797              1318 
    -0.00146484        0.00244141        0.00244141              1319 
   -0.000488281        0.00244141        0.00244141              1320 
    -0.00146484        0.00341797        0.00244141              1321 
   -0.000488281        0.00341797        0.00244141              1322 
    -0.00146484        0.00244141        0.00341797              1323 
   -0.000488281        0.00244141        0.00341797              1324 
    -0.00146484        0.00341797        0.00341797              1325 
   -0.000488281        0.00341797        0.00341797              1326 
    -0.00146484        0.00439453       0.000488281              1327 
   -0.000488281        0.00439453       0.000488281              1328 
    -0.00146484        0.00439453        0.00146484              1329 
   -0.000488281        0.00439453        0.00146484              1330 
    -0.00146484        0.00537109        0.00146484              1331 
   -0.000488281        0.00537109        0.00146484              1332 
    -0.00146484       0.000488281        0.00439453              1333 
   -0.000488281       0.000488281        0.00439453              1334 
    -0.00146484        0.00146484        0.00439453              1335 
   -0.000488281        0.00146484        0.00439453              1336 
   -0.000488281       0.000488281        0.00537109              1337 
    -0.00146484        0.00146484        0.00537109              1338 
    0.000488281       0.000488281       0.000488281              1339 
     0.00146484       0.000488281       0.000488281              1340 
    0.000488281        0.00146484       0.000488281              1341 
     0.00146484        0.00146484       0.000488281              1342 
    0.000488281       0.000488281        0.00146484              1343 
     0.00146484       0.000488281        0.00146484              1344 
    0.000488281        0.00146484        0.00146484              1345 
     0.00146484        0.00146484        0.00146484              1346 
     0.00244141       0.000488281       0.000488281              1347 
     0.00341797       0.000488281       0.000488281              1348 
     0.00244141        0.00146484       0.000488281              1349 
     0.00341797        0.00146484       0.000488281              1350 
     0.00244141       0.000488281        0.00146484              1351 
     0.00244141        0.00146484        0.00146484              1352 
    0.000488281        0.00244141       0.000488281              1353 
     0.00146484        0.00244141       0.000488281              1354 
    0.000488281        0.00341797       0.000488281              1355 
     0.00146484        0.00341797       0.000488281              1356 
    0.000488281        0.00244141        0.00146484              1357 
     0.00146484        0.00244141        0.00146484              1358 
    0.000488281        0.00341797        0.00146484              1359 
     0.00244141        0.00244141       0.000488281              1360 
     0.00341797        0.00244141       0.000488281              1361 
     0.00341797        0.00341797       0.000488281              1362 
     0.00244141        0.00244141        0.00146484              1363 
     0.00341797        0.00244141        0.00146484              1364 
     0.00244141        0.00341797        0.00146484              1365 
    0.000488281       0.000488281        0.00244141              1366 
     0.00146484       0.000488281        0.00244141              1367 
    0.000488281        0.00146484        0.00244141              1368 
     0.00146484        0.00146484        0.00244141              1369 
    0.000488281       0.000488281        0.00341797              1370 
     0.00146484       0.000488281        0.00341797              1371 
    0.000488281        0.00146484        0.00341797              1372 
     0.00146484        0.00146484        0.00341797              1373 
     0.00244141       0.000488281        0.00244141              1374 
     0.00341797       0.000488281        0.00244141              1375 
     0.00244141        0.00146484        0.00244141              1376 
     0.00341797        0.00146484        0.00244141              1377 
     0.00341797       0.000488281        0.00341797              1378 
    0.000488281        0.00244141        0.00244141              1379 
     0.00146484        0.00244141        0.00244141              1380 
    0.000488281        0.00341797        0.00244141              1381 
     0.00146484        0.00341797        0.00244141              1382 
    0.000488281        0.00244141        0.00341797              1383 
     0.00146484        0.00341797        0.00341797              1384 
     0.00244141        0.00244141        0.00244141              1385 
     0.00341797        0.00244141        0.00244141              1386 
     0.00244141        0.00341797        0.00244141              1387 
     0.00341797        0.00341797        0.00244141              1388 
     0.00244141        0.00244141        0.00341797              1389 
     0.00341797        0.00244141        0.00341797              1390 
     0.00244141        0.00341797        0.00341797              1391 
    0.000488281        0.00439453       0.000488281              1392 
     0.00146484        0.00439453       0.000488281              1393 
    0.000488281        0.00537109       0.000488281              1394 
     0.00146484        0.00537109       0.000488281              1395 
    0.000488281        0.00439453        0.00146484              1396 
     0.00146484        0.00439453        0.00146484              1397 
    0.000488281        0.00537109        0.00146484              1398 
     0.00146484        0.00537109        0.00146484              1399 
    0.000488281        0.00439453        0.00244141              1400 
     0.00146484        0.00439453        0.00244141              1401 
    0.000488281        0.00537109        0.00244141              1402 
     0.00146484        0.00439453        0.00341797              1403 
    0.000488281        0.00537109        0.00341797              1404 
     0.00146484        0.00537109        0.00341797              1405 
    -0.00170898      -0.000732422       -0.00268555              1406 
     -0.0012207      -0.000732422       -0.00268555              1407 
     -0.0012207      -0.000244141       -0.00268555              1408 
    -0.00170898      -0.000732422       -0.00219727              1409 
     -0.0012207      -0.000732422       -0.00219727              1410 
    -0.00170898      -0.000244141       -0.00219727              1411 
     -0.0012207      -0.000244141       -0.00219727              1412 
   -0.000732422      -0.000732422       -0.00268555              1413 
   -0.000732422      -0.000244141       -0.00268555              1414 
   -0.000244141      -0.000244141       -0.00268555              1415 
   -0.000732422      -0.000732422       -0.00219727              1416 
   -0.000244141      -0.000732422       -0.00219727              1417 
   -0.000732422      -0.000244141       -0.00219727              1418 
   -0.000244141      -0.000244141       -0.00219727              1419 
   -0.000732422       -0.00317383       -0.00170898              1420 
   -0.000244141       -0.00317383       -0.00170898              1421 
   -0.000732422       -0.00366211        -0.0012207              1422 
   -0.000244141       -0.00366211        -0.0012207              1423 
   -0.000732422       -0.00317383        -0.0012207              1424 
   -0.000244141       -0.00317383        -0.0012207              1425 
    -0.00170898       -0.00268555      -0.000732422              1426 
     -0.0012207       -0.00268555      -0.000732422              1427 
    -0.00170898       -0.00219727      -0.000732422              1428 
    -0.00170898       -0.00268555      -0.000244141              1429 
     -0.0012207       -0.00268555      -0.000244141              1430 
    -0.00170898       -0.00219727      -0.000244141              1431 
     -0.0012207       -0.00219727      -0.000244141              1432 
   -0.000244141       -0.00268555      -0.000732422              1433 
   -0.000732422       -0.00219727      -0.000732422              1434 
   -0.000244141       -0.00219727      -0.000732422              1435 
   -0.000732422       -0.00219727      -0.000244141              1436 
   -0.000244141       -0.00219727      -0.000244141              1437 
    -0.00268555      -0.000732422       -0.00170898              1438 
    -0.00219727      -0.000244141       -0.00170898              1439 
    -0.00219727      -0.000732422        -0.0012207              1440 
    -0.00268555      -0.000244141        -0.0012207              1441 
    -0.00219727      -0.000244141        -0.0012207              1442 
    -0.00268555      -0.000732422      -0.000732422              1443 
    -0.00219727      -0.000732422      -0.000732422              1444 
    -0.00268555      -0.000244141      -0.000732422              1445 
    -0.00219727      -0.000244141      -0.000732422              1446 
    -0.00268555      -0.000732422      -0.000244141              1447 
    -0.00219727      -0.000732422      -0.000244141              1448 
    -0.00268555      -0.000244141      -0.000244141              1449 
    -0.00219727      -0.000244141      -0.000244141              1450 
     -0.0012207       -0.00170898       -0.00170898              1451 
    -0.00170898        -0.0012207       -0.00170898              1452 
     -0.0012207        -0.0012207       -0.00170898              1453 
    -0.00170898       -0.00170898        -0.0012207              1454 
     -0.0012207       -0.00170898        -0.0012207              1455 
    -0.00170898        -0.0012207        -0.0012207              1456 
     -0.0012207        -0.0012207        -0.0012207              1457 
   -0.000732422       -0.00170898       -0.00170898              1458 
   -0.000244141       -0.00170898       -0.00170898              1459 
   -0.000732422        -0.0012207       -0.00170898              1460 
   -0.000244141        -0.0012207       -0.00170898              1461 
   -0.000732422       -0.00170898        -0.0012207              1462 
   -0.000244141       -0.00170898        -0.0012207              1463 
   -0.000732422        -0.0012207        -0.0012207              1464 
   -0.000244141        -0.0012207        -0.0012207              1465 
    -0.00170898      -0.000732422       -0.00170898              1466 
     -0.0012207      -0.000732422       -0.00170898              1467 
    -0.00170898      -0.000244141       -0.00170898              1468 
     -0.0012207      -0.000244141       -0.00170898              1469 
    -0.00170898      -0.000732422        -0.0012207              1470 
     -0.0012207      -0.000732422        -0.0012207              1471 
    -0.00170898      -0.000244141        -0.0012207              1472 
     -0.0012207      -0.000244141        -0.0012207              1473 
   -0.000732422      -0.000732422       -0.00170898              1474 
   -0.000244141      -0.000732422       -0.00170898              1475 
   -0.000732422      -0.000244141       -0.00170898              1476 
   -0.000244141      -0.000244141       -0.00170898              1477 
   -0.000732422      -0.000732422        -0.0012207              1478 
   -0.000244141      -0.000732422        -0.0012207              1479 
   -0.000732422      -0.000244141        -0.0012207              1480 
   -0.000244141      -0.000244141        -0.0012207              1481 
    -0.00170898       -0.00170898      -0.000732422              1482 
     -0.0012207       -0.00170898      -0.000732422              1483 
    -0.00170898        -0.0012207      -0.000732422              1484 
     -0.0012207        -0.0012207      -0.000732422              1485 
    -0.00170898       -0.00170898      -0.000244141              1486 
     -0.0012207       -0.00170898      -0.000244141              1487 
    -0.00170898        -0.0012207      -0.000244141              1488 
